source,review_id,review_description,review_title,rating,thumbs_up,review_date,developer_response,developer_response_date,appVersion,laguage_code,country_code
Google Play,b562fa5f-8725-41e1-a654-1ec4bc140157,"ETA: April 2024 update has completely ruined the sleep tracker. They merged the stage time with the graph so now both are absolutely unreadable. The new update is garbage. The UI is awful, the icons are childishly simplistic. I can't see the battery icon, and the sleep score won't update to the detail area. I want to revert back to yesterday's version, but I cannot. Am paying for premium but this isn't a premium design or functionality. I won't be paying for this any longer.",,1,7,2024-04-20 17:08:24,,,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,6523d3a3-bd55-4b16-83b0-ee9c45d1aa4c,I have paid for the premium subscription for years and I always enjoyed checking my sleep stats first thing every morning. The colors were nice and easy to read. Now... I absolutely HATE the new graphics. It's too bright and very hard to read and there are too many steps to find info that used to be laid out simply in one place. It's annoying enough that I will likely cancel my subscription and buy a different brand watch in the very near future. Dumb move fitbit!!!,,1,1,2024-04-20 17:08:16,,,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,648b4cb0-be6b-430a-8ab5-b69d7c8e2e76,"Apparently software updates are pushed out without thorough testing because there is often a second one close behind that fixes issues reported by users. And every darned time it does something stupid to my fitbit that makes me think it isn't working...wrong time, eating battery life for examples.",,3,0,2024-04-20 17:04:22,,,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,1a6d8b32-f8e2-4847-92cd-1a80c969b014,Stop changing the UI every time it updates it's worse,,1,0,2024-04-20 17:02:59,,,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,ba26f94b-9ec1-4f07-9429-fec7da32ee71,"I know that apps have updates all the time. I just don't like how fitbit just keeps changing how metrics are read/portrayed on the app. I get used to something, then they change it, and to me, not for the better.",,3,0,2024-04-20 16:56:53,,,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,c80ac503-1949-4c57-a60c-daad3ee3e69d,Fitbit is helping me forge my path back to wellness,,5,0,2024-04-20 16:49:57,,,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,a587437a-f3b0-4147-84c6-f40731575394,Google screwed it up,,1,0,2024-04-20 16:48:32,,,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,ac6c148e-22bb-402a-8d65-7737e19772a2,I don't like the new update but other then that the app is good,,4,0,2024-04-20 16:48:20,,,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,c5165401-10da-41be-9ab7-31c29b7fe073,"The updated app is awful. I can no longer easily navigate or interpret my data. The charts feel compressed, the colors are difficult to distinguish, and the organization of data was shuffled around to appear less-intuitively. If unable to allow us to revert to a previous app version or access an easier-to-read interface, I don't see myself purchasing another fitbit device when mine goes out.",,2,0,2024-04-20 16:46:18,,,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,0f7c22ac-0701-44f3-ab94-ac45d021a63c,"I'd like to give this zero stars. This new update ruined the sleep log. I thought it had a glitch and was broken until I checked out all the latest reviews. Add this to the previous ""new"" glitch this winter(2024). When I try to open an irregular heartbeat report/notification I get a blank page that won't respond to my efforts to navigate out of it. I have reinstalled the app and there is no change. I've restarted my phone and not fixed. Fitbit is no longer useful to me.",,1,12,2024-04-20 16:34:34,"Hi, Ann. We're sorry to hear this. Thanks for trying to fix it. Please make sure that your Fitbit app is updated: https://goo.gle/AppQs. To learn more about Fitbit Irregular Rhythm Notifications, see: https://help.fitbit.com/articles/en_US/Help_article/2467.htm. If you need more help, reach out to our support team at https://goo.gle/contactfitbit",2024-01-10 22:04:11,4.15.fitbit-mobile-110048703-624243509,en,us
Google Play,ea7240da-bb30-4a24-b5d5-48fc56216a98,The new visual of the sleep duration is not user friendly and for elder people is even a worst impact. Also can no longer see the specific awake/asleep times and others features. Considering ditching fitbit completely.,,2,2,2024-04-20 16:26:14,,,4.15.fitbit-mobile-110048703-624243509,en,us
Google Play,ba804666-69d3-473b-9574-d5517022965c,"Not sure if there was an update or what happened to the app but it is not good, use to be able to click on your sleep and get a nice very readable graph and now it's just a horrible mess that you can't read. Hope it gets fixed.",,2,0,2024-04-20 16:18:38,,,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,ec4a23bb-d624-4e63-b6b8-b31bf3642d7f,"Update has made app nearly useless. Sleep graph very ""graphic design is my passion"" and illegible.",,1,0,2024-04-20 16:18:18,,,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,9f9a8778-a791-4adf-ace7-da70e6f1b652,"I honestly don't know why they would change the sleep portion of the app, as now it is absolutely trash. Time to start looking for a different brand, fitbit has been getting worse and worse. Obviously they want their customers leave fitbit for a different provider, as I read the other reviews it seems to look that way for sure. Not surprised google would screw it up. I had a pixel 6 for a year, worst phone I ever owned, I had to get rid of it. Google stands for garbage.",,1,6,2024-04-20 16:17:27,,,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,5048f7cd-524c-45bb-be6c-0f055340ed84,"I am on my 3rd Fitbit and use the data regularly. I used to love it until the latest update. Fitbit, you have ruined the app. The new sleep metrics are very hard to read, unfriendly. One reason I have continued to use Fitbit is due to the apps dashboard but this new layout design is horrible!!! Please fix!",,2,0,2024-04-20 16:12:11,,,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,b28b872a-af3e-4ca4-acba-9d586ca96efb,This app provides a great baseline for activities and goals. I do agree with many of the other comments about the sleep portion of the app.,,5,0,2024-04-20 16:07:03,,,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,d485d22e-f777-486b-8dbb-156d21e49812,"I cannot believe that Google Wallet support has still not been fixed. Even though my bank shows up in the supported list I still get a ""Something went wrong error"".",,2,0,2024-04-20 16:06:54,"Hi, Alan. We're sorry to hear this. For tips about contactless payment, see: https://support.google.com/fitbit/answer/14236521

For further assistance, please contact our support team at: https://goo.gle/ContactFitbit",2024-04-20 16:16:49,4.15.fitbit-mobile-110048703-624243509,en,us
Google Play,d0c5457c-e4b8-4aaa-9555-e204eb6412cf,Keeps me motivated ✨️,,5,0,2024-04-20 16:01:22,,,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,d6bb3d37-b442-48df-8b1c-904d6bb779ce,UPDATE: sucks. Sleep scale doesn't give details on sleep just the scale. Everything is still brighter than bright white. Kinda glad my watch is dying after 2 yrs.. I getta shop around. ✌️ (read others posts.. GLAD I'm not the only one),,1,2,2024-04-20 16:01:03,,,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,cd51be9f-859d-4dc6-80d4-0e3dd182b1b2,This recent update is disappointing. The sleep data has gone from helpful to useless. I've used my Fitbit for three years now and enjoyed tracking the data but now it's just a very overpriced pedometer. I have been thinking of upgrading my device recently and know that I'll now be looking for a different brand all together.,,2,1,2024-04-20 16:00:54,,,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,cf36cdc6-f19b-42e0-9de0-327b7a82e688,"The latest update to the sleep score is NOT an improvement. It's more convoluted, harder to get the info you want, and it's not showing all the sure data each day. As an example, some days I get the heart rate data, others I don't. In the old app, of always get everything each day. It's there a way to go back? I'm in IT and used to change, but this one is not worth it.",,1,3,2024-04-20 15:57:51,,,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,9e7703bb-6d5c-4158-88e9-eda55c39c38a,"The new update makes this app total garbage, just read all the comments.",,1,5,2024-04-20 15:57:32,,,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,e9267e7f-07b2-4583-b38e-a4749dc011f5,Its awesome!,,1,0,2024-04-20 15:48:28,,,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,26500534-f2f1-4657-8131-e4fdcc6674e6,"The recent update on the sleep score display is TERIBLE!!! the new look is awful 😖. Please bring back the previous version. With this new version, you can't pinpoint certain parts of the sleep stages (ie see specific times you were awake).",,2,281,2024-04-20 15:47:48,,,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,46a54347-bfb1-441b-9b3a-d8b188b9f0d1,"Update 4/20/24. Google ""updated"" the app, and a lot of formerly included features are now behind a paywall. In order to get back functionality that was included with a purchase of a fitbit, you now have to pay a monthly fee. Google- Just Be Evil. Update 9/18/2020 We need to reboot the phone several times each day because of ""tracker not found"" errors. Looking at Houly Steps caused app to crash. My wife has lost entire days steps. Each update seems to make this app less reliable.",,1,6,2024-04-20 15:45:53,,,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,69a251ca-c515-4c28-9ecd-0ab9b076f22d,"Currently my dashboard is just black. I see from the Community that others are experiencing the same problem. I , like many others would like to see the return of the previous format of the sleep graph. The new one is a shocker.",,1,0,2024-04-20 15:40:08,,,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,ff5d6b6c-a40f-4c3c-b724-2ae55fc5a736,The design team should be immediately fired,,1,2,2024-04-20 15:38:06,,,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,e5a4321c-35d3-4560-a261-f70384773257,"Fitbit did absolutely nothing to fix my issue over the 3+ months that I have been contacting them about my issue. They randomly would close my ticket without communication and kept telling me to just wait until the next update. They never fixed my issue, I was never contacted by an actual person. They stole my subscription money without providing the services I paid for. I am canceling my subscription, throwing away my fitbit, and going with a different service. No one should get a fitbit ever.",,1,2,2024-04-20 15:33:16,,,4.15.fitbit-mobile-110048703-624243509,en,us
Google Play,1558f2b9-6465-426c-baa3-eacd4b61d2ed,Afraid to do update. My husband did and it stinks. Go back to old ways.,,1,0,2024-04-20 15:31:19,,,4.13.fitbit-mobile-110041333-616222428,en,us
Google Play,e2b7b8fa-5480-4550-9793-0099ec0a3ad2,"I love this app! My only wish is that when you're logging food, you can check mark each item you ate so you can log them all at once.",,5,0,2024-04-20 15:29:41,,,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,f79b2a4c-4f0d-41ff-9011-1e0c0170e60a,I hate the new sleep results display. I'm thinking about trying a different device.,,1,1,2024-04-20 15:26:49,,,4.14.fitbit-mobile-110045073-617559692,en,us
